trap_num,Time,X,Y,Area,RLS
10,160,29,23,110,43
10,160,29,41,121,44
10,161,29,25,121,45
10,161,29,43,99,46
10,162,30,22,184,47
10,163,30,21,180,48
10,164,30,21,170,49
10,165,29,20,189,50
10,166,31,19,231,51
10,167,30,20,231,52
10,168,29,16,314,53
10,169,29,16,308,54
10,170,32,15,252,55
10,171,30,17,236,56
10,172,30,17,220,57
10,173,30,17,220,58
10,174,33,14,241,59
10,175,32,14,241,60
10,175,30,29,78,61
10,176,32,13,202,62
10,176,30,30,87,63
10,177,31,14,241,64
10,177,30,30,79,65
10,178,31,15,227,66
10,178,29,30,79,67
10,179,30,16,241,68
10,179,28,32,85,69
10,180,30,15,239,70
10,180,29,31,85,71
10,181,30,16,227,72
10,181,28,33,99,73
10,182,33,13,239,74
10,182,29,30,121,75
10,183,28,31,99,76
10,183,34,13,189,77
10,183,38,10,154,78
10,184,0,0,0,79
10,185,0,0,0,80
10,186,0,0,0,81
10,187,0,0,0,82
10,188,0,0,0,83
10,189,0,0,0,84
10,190,0,0,0,85
10,191,0,0,0,86
10,192,0,0,0,87
10,193,0,0,0,88
10,194,30,31,57,89
10,195,30,31,51,90
10,196,29,39,44,91
10,196,30,30,57,92
10,197,29,41,51,93
10,197,29,31,57,94
10,198,29,40,57,95
10,198,30,30,57,96
10,199,29,40,57,97
10,199,30,30,57,98
10,200,29,41,57,99
10,200,30,30,51,100
10,201,29,40,51,101
10,201,30,29,79,102
10,202,28,40,64,103
10,202,29,29,78,104
10,203,27,42,57,105
10,203,28,29,64,106
10,204,29,40,57,107
10,204,30,28,64,108
10,205,29,42,63,109
10,205,30,29,64,110
10,206,27,41,64,111
10,206,29,40,50,112
10,206,30,29,57,113
10,207,30,30,57,114
10,207,31,40,44,115
10,208,29,30,63,116
10,208,29,41,51,117
10,209,30,29,57,118
10,209,30,40,51,119
10,210,29,41,71,120
10,210,30,30,64,121
10,211,29,40,71,
10,211,29,29,64,
10,212,30,41,63,
10,212,29,29,64,
10,213,29,41,63,
10,213,29,29,64,
10,214,30,29,63,
10,215,30,28,44,
10,215,30,37,24,
10,216,30,29,57,
10,216,30,38,39,
10,217,30,29,44,
10,217,30,39,39,
10,218,31,29,63,
10,218,30,40,44,
10,219,30,28,50,
10,219,31,40,51,
10,220,30,28,78,
10,220,30,38,57,
10,221,28,27,78,
10,221,29,38,44,
10,222,30,28,71,
10,222,29,41,57,
10,223,29,28,64,
10,224,29,28,64,
10,225,30,28,50,
10,225,30,37,28,
10,226,30,28,50,
10,226,30,39,33,
10,227,29,29,57,
10,227,29,38,39,
10,228,30,29,51,
10,228,30,39,44,
10,229,30,30,79,
10,229,30,40,57,
10,230,30,28,71,
10,230,29,40,57,
10,231,30,29,79,
10,231,29,40,64,
10,232,29,28,79,
10,232,28,40,71,
10,233,29,28,64,
10,233,29,41,51,
10,234,29,28,64,
10,235,28,29,57,
10,235,28,37,28,
10,236,30,28,63,
10,236,30,37,33,
10,237,28,29,57,
10,237,29,39,44,
10,238,29,28,57,
10,238,30,39,51,
10,239,28,29,57,
10,239,29,39,44,
10,240,29,28,71,
10,240,29,39,51,
10,241,30,41,79,
10,241,30,29,79,
10,242,29,40,71,
10,242,30,29,79,
10,243,29,28,87,
10,243,29,40,79,
10,244,30,40,71,
10,244,30,28,79,
10,245,29,27,71,
10,245,29,35,29,
10,246,30,27,71,
10,246,30,36,33,
10,247,30,27,71,
10,247,30,36,33,
10,248,30,27,71,
10,248,29,37,44,
10,249,28,28,64,
10,249,29,38,44,
10,250,30,28,71,
10,250,29,38,44,
10,251,28,28,64,
10,251,28,39,44,
10,252,30,28,79,
10,252,29,39,64,
10,253,28,39,64,
10,253,29,27,87,
10,254,28,28,71,
10,254,28,40,71,
10,255,28,27,78,
10,255,28,39,64,
10,256,29,39,64,
10,256,30,28,79,
10,257,30,28,87,
10,257,29,39,64,
10,258,29,28,87,
10,259,29,28,87,
10,260,30,27,87,
10,261,28,27,79,
10,262,28,28,79,
10,263,28,27,79,
10,263,29,37,38,
10,264,29,27,64,
10,264,29,37,39,
10,265,28,27,79,
10,265,28,37,44,
10,266,28,28,79,
10,266,28,38,44,
10,267,29,28,71,
10,267,29,39,44,
10,268,28,27,79,
10,268,28,37,44,
10,269,28,27,79,
10,269,28,38,64,
10,270,29,26,87,
10,270,29,38,57,
10,271,29,29,104,
10,272,29,28,96,
10,273,28,29,96,
10,274,29,28,96,
10,275,28,28,104,
10,276,29,28,104,
10,277,29,28,87,
10,278,29,29,104,
10,279,29,29,104,
10,280,29,29,104,
10,281,29,29,104,
10,282,29,28,104,
10,283,30,29,95,
10,284,30,28,95,
10,285,29,28,87,
10,286,30,27,96,
10,287,29,28,104,
10,288,29,28,104,
10,289,29,28,104,
10,290,29,27,96,
10,291,29,27,104,
10,292,30,27,96,
10,293,30,28,113,
10,294,30,27,114,
10,295,29,28,104,
10,296,30,28,104,
10,297,29,28,104,
10,298,29,27,96,
10,299,29,27,104,
10,300,29,27,104,
10,301,30,28,104,
10,302,29,27,95,
10,303,30,27,114,
10,304,30,27,104,
10,305,30,27,113,
10,306,30,27,114,
10,307,29,27,113,
10,308,29,26,104,
10,309,29,26,96,
10,310,30,27,114,
10,311,30,26,104,
10,312,30,26,96,
10,313,29,26,104,
10,314,30,26,104,
10,315,30,26,114,
10,316,30,27,114,
10,317,29,26,114,
10,318,28,26,104,
10,319,30,27,114,
10,320,31,26,123,
10,321,29,26,104,
10,322,30,26,123,
10,323,29,26,113,
10,324,31,26,104,
10,325,29,27,104,
10,326,30,26,104,
10,327,30,27,114,
10,328,29,27,113,
10,329,29,26,113,
10,330,30,27,123,
10,331,29,26,104,
10,332,29,26,113,
10,333,29,26,113,
10,334,29,27,104,
10,335,29,26,113,
10,336,29,25,113,
10,337,30,26,123,
10,338,29,26,113,
10,339,29,25,113,
10,340,30,26,123,
10,341,30,27,104,
10,342,29,26,113,
10,343,28,26,113,
10,344,29,26,113,
10,345,29,26,113,
10,346,29,27,104,
10,347,29,26,113,
10,348,30,27,104,
10,349,29,27,104,
10,350,29,26,104,
10,351,29,26,113,
10,352,30,26,113,
10,353,29,27,104,
10,354,29,26,113,
10,355,29,26,113,
10,356,29,26,104,
10,357,31,25,123,
10,358,30,26,104,
10,359,28,27,104,
10,360,29,26,104,
10,361,30,26,104,
10,362,30,26,113,
10,363,29,25,104,
10,364,29,27,104,
10,365,30,26,104,
10,366,28,26,104,
10,367,29,26,113,
10,368,29,26,113,
10,369,29,26,113,
10,370,30,26,123,
10,371,30,26,123,
10,372,28,26,121,
10,373,31,26,123,
10,374,29,26,113,
10,375,29,25,113,
10,376,30,27,104,
10,377,31,25,123,
10,378,29,26,104,
10,379,29,25,113,
10,380,29,25,113,
10,381,29,25,113,
10,382,29,25,113,
10,383,30,25,104,
10,384,30,26,104,
10,385,28,25,113,
10,386,30,25,103,
10,387,29,26,113,
10,388,29,25,113,
10,389,29,25,113,
10,390,29,25,113,
10,391,30,26,113,
